Chr	Start	End	Type	Var1	Var2	Var3
chr1	6590724	6614607	gene	gene_id ENSG00000162413.16	 gene_type protein_coding	 gene_name KLHL21
chr1	6613731	6624030	gene	gene_id ENSG00000116273.6	 gene_type protein_coding	 gene_name PHF13
chr1	6624866	6635586	gene	gene_id ENSG00000041988.15	 gene_type protein_coding	 gene_name THAP3
chr1	6634168	6701924	gene	gene_id ENSG00000007923.16	 gene_type protein_coding	 gene_name DNAJC11
chr1	6724637	6730012	gene	gene_id ENSG00000228750.7	 gene_type lncRNA	 gene_name LINC01672
chr1	6767954	6770038	gene	gene_id ENSG00000284744.1	 gene_type lncRNA	 gene_name RP11-242F24.2
chr1	6783892	6784843	gene	gene_id ENSG00000237436.1	 gene_type lncRNA	 gene_name CAMTA1-DT
chr1	6785454	7769706	gene	gene_id ENSG00000171735.19	 gene_type protein_coding	 gene_name CAMTA1
chr1	6834333	6834618	gene	gene_id ENSG00000227950.1	 gene_type processed_pseudogene	 gene_name RP11-312B8.2
chr1	7008376	7014279	gene	gene_id ENSG00000237365.1	 gene_type lncRNA	 gene_name RP11-334N17.1
chr1	7219360	7219524	gene	gene_id ENSG00000207056.1	 gene_type snRNA	 gene_name RNU1-8P
chr1	7368942	7370270	gene	gene_id ENSG00000237402.1	 gene_type lncRNA	 gene_name CAMTA1-IT1
chr1	7382487	7389754	gene	gene_id ENSG00000237728.2	 gene_type lncRNA	 gene_name CAMTA1-AS2
chr1	7441096	7441554	gene	gene_id ENSG00000225126.1	 gene_type lncRNA	 gene_name CAMTA1-AS1
chr1	7693124	7694844	gene	gene_id ENSG00000270171.1	 gene_type lncRNA	 gene_name RP11-338N10.1
chr1	7698303	7698872	gene	gene_id ENSG00000270035.1	 gene_type lncRNA	 gene_name RP11-338N10.2
chr1	7700704	7700970	gene	gene_id ENSG00000269978.1	 gene_type lncRNA	 gene_name RP11-338N10.3
chr1	7771296	7781432	gene	gene_id ENSG00000049245.13	 gene_type protein_coding	 gene_name VAMP3
chr1	7776383	7776775	gene	gene_id ENSG00000269925.1	 gene_type lncRNA	 gene_name RP3-467L1.6
chr1	7784291	7845177	gene	gene_id ENSG00000049246.15	 gene_type protein_coding	 gene_name PER3
chr1	7810242	7827342	gene	gene_id ENSG00000236266.1	 gene_type lncRNA	 gene_name RP3-467L1.4
chr1	7843083	7853512	gene	gene_id ENSG00000049247.14	 gene_type protein_coding	 gene_name UTS2
chr1	7915871	7943165	gene	gene_id ENSG00000049249.9	 gene_type protein_coding	 gene_name TNFRSF9
chr1	7942372	7942726	gene	gene_id ENSG00000270330.1	 gene_type processed_pseudogene	 gene_name RP5-892F13.2
chr1	7954291	7985505	gene	gene_id ENSG00000116288.13	 gene_type protein_coding	 gene_name PARK7
chr1	7982881	7982983	gene	gene_id ENSG00000200344.1	 gene_type misc_RNA	 gene_name Y_RNA
chr1	7991134	8005312	gene	gene_id ENSG00000284747.1	 gene_type lncRNA	 gene_name CTA-215D11.6
chr1	7998187	7999934	gene	gene_id ENSG00000284716.1	 gene_type lncRNA	 gene_name CTA-215D11.5
chr1	8004404	8026309	gene	gene_id ENSG00000116285.13	 gene_type protein_coding	 gene_name ERRFI1
chr1	8026738	8122702	gene	gene_id ENSG00000238290.1	 gene_type lncRNA	 gene_name RP11-431K24.1
chr1	8057245	8058463	gene	gene_id ENSG00000232848.1	 gene_type processed_pseudogene	 gene_name CTA-215D11.4
chr1	8189824	8192770	gene	gene_id ENSG00000229305.1	 gene_type processed_pseudogene	 gene_name RP11-431K24.2
chr1	8201518	8215210	gene	gene_id ENSG00000227634.3	 gene_type lncRNA	 gene_name LINC01714
chr1	8206434	8206597	gene	gene_id ENSG00000200975.1	 gene_type snRNA	 gene_name RNU1-7P
chr1	8218190	8220529	gene	gene_id ENSG00000233645.1	 gene_type lncRNA	 gene_name RP11-431K24.4
chr1	8292157	8292263	gene	gene_id ENSG00000251977.1	 gene_type snRNA	 gene_name RNU6-991P
chr1	8318114	8344167	gene	gene_id ENSG00000162426.16	 gene_type protein_coding	 gene_name SLC45A1
chr1	8328067	8328179	gene	gene_id ENSG00000252254.1	 gene_type misc_RNA	 gene_name Y_RNA
chr1	8352397	8848921	gene	gene_id ENSG00000142599.19	 gene_type protein_coding	 gene_name RERE
chr1	8424645	8435013	gene	gene_id ENSG00000232912.6	 gene_type lncRNA	 gene_name RERE-AS1
chr1	8511795	8511919	gene	gene_id ENSG00000221083.1	 gene_type snoRNA	 gene_name ENSG10010135148.1
chr1	8512653	8513021	gene	gene_id ENSG00000270282.1	 gene_type processed_pseudogene	 gene_name RP5-1115A15.2
chr1	8750430	8751087	gene	gene_id ENSG00000234619.1	 gene_type processed_pseudogene	 gene_name RPL7P11
chr1	8786211	8786913	gene	gene_id ENSG00000224315.2	 gene_type processed_pseudogene	 gene_name RPL7P7
chr1	8796571	8796673	gene	gene_id ENSG00000222511.2	 gene_type misc_RNA	 gene_name Y_RNA
chr1	8798475	8799506	gene	gene_id ENSG00000226545.1	 gene_type unprocessed_pseudogene	 gene_name RP4-633I8.3
chr1	8805860	8807051	gene	gene_id ENSG00000228423.2	 gene_type lncRNA	 gene_name RP4-633I8.4
chr1	8831007	8831375	gene	gene_id ENSG00000229716.2	 gene_type processed_pseudogene	 gene_name RPL23AP19
chr1	8861000	8879190	gene	gene_id ENSG00000074800.16	 gene_type protein_coding	 gene_name ENO1
chr1	8866502	8866590	gene	gene_id ENSG00000274258.1	 gene_type miRNA	 gene_name MIR6728
chr1	8878835	8879894	gene	gene_id ENSG00000230679.1	 gene_type lncRNA	 gene_name ENO1-AS1
chr1	8883427	8883533	gene	gene_id ENSG00000201725.1	 gene_type snRNA	 gene_name RNU6-304P
chr1	8893409	8894151	gene	gene_id ENSG00000238249.2	 gene_type processed_pseudogene	 gene_name HMGN2P17
chr1	8907393	8907744	gene	gene_id ENSG00000232208.2	 gene_type processed_pseudogene	 gene_name RP3-477M7.5
chr1	8909742	8909904	gene	gene_id ENSG00000232663.2	 gene_type processed_pseudogene	 gene_name RP3-477M7.6
chr1	8945867	8975092	gene	gene_id ENSG00000131686.15	 gene_type protein_coding	 gene_name CA6
chr1	8979576	8979874	gene	gene_id ENSG00000265141.2	 gene_type misc_RNA	 gene_name RN7SL451P
chr1	9002973	9026423	gene	gene_id ENSG00000197241.4	 gene_type protein_coding	 gene_name SLC2A7
chr1	9035106	9088478	gene	gene_id ENSG00000142583.18	 gene_type protein_coding	 gene_name SLC2A5
chr1	9082696	9082879	gene	gene_id ENSG00000252404.1	 gene_type scaRNA	 gene_name ENSG10010139882.1
chr1	9100305	9129102	gene	gene_id ENSG00000180758.12	 gene_type protein_coding	 gene_name GPR157
chr1	9148011	9198906	gene	gene_id ENSG00000228526.7	 gene_type lncRNA	 gene_name MIR34AHG
chr1	9151668	9151777	gene	gene_id ENSG00000284357.1	 gene_type miRNA	 gene_name MIR34A
chr1	9182004	9196284	gene	gene_id ENSG00000234546.4	 gene_type lncRNA	 gene_name LNCTAM34A
chr1	9234774	9271337	gene	gene_id ENSG00000049239.13	 gene_type protein_coding	 gene_name H6PD
chr1	9292894	9369532	gene	gene_id ENSG00000171621.14	 gene_type protein_coding	 gene_name SPSB1
chr1	9421098	9422862	gene	gene_id ENSG00000284652.1	 gene_type lncRNA	 gene_name CTD-2510L9.2
chr1	9425094	9440564	gene	gene_id ENSG00000284693.1	 gene_type lncRNA	 gene_name LINC02606
chr1	9437669	9437778	gene	gene_id ENSG00000252956.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP40
chr1	9501092	9503471	gene	gene_id ENSG00000235263.1	 gene_type lncRNA	 gene_name RP13-392I16.1
chr1	9539465	9585173	gene	gene_id ENSG00000171612.7	 gene_type protein_coding	 gene_name SLC25A33
chr1	9576427	9576985	gene	gene_id ENSG00000231181.1	 gene_type processed_pseudogene	 gene_name RP13-15M17.1
chr1	9588911	9614877	gene	gene_id ENSG00000188807.13	 gene_type protein_coding	 gene_name TMEM201
chr1	9651731	9729114	gene	gene_id ENSG00000171608.16	 gene_type protein_coding	 gene_name PIK3CD
chr1	9652610	9654586	gene	gene_id ENSG00000179840.5	 gene_type lncRNA	 gene_name PIK3CD-AS1
chr1	9660828	9662626	gene	gene_id ENSG00000233268.3	 gene_type processed_pseudogene	 gene_name RP11-558F24.2
chr1	9672426	9687555	gene	gene_id ENSG00000231789.2	 gene_type lncRNA	 gene_name PIK3CD-AS2
chr1	9728926	9823984	gene	gene_id ENSG00000171603.18	 gene_type protein_coding	 gene_name CLSTN1
chr1	9780822	9781240	gene	gene_id ENSG00000271264.1	 gene_type processed_pseudogene	 gene_name MZT1P1
chr1	9826289	9828271	gene	gene_id ENSG00000280113.2	 gene_type TEC	 gene_name RP11-84A14.7
chr1	9848276	9910336	gene	gene_id ENSG00000178585.15	 gene_type protein_coding	 gene_name CTNNBIP1
chr1	9848318	9850154	gene	gene_id ENSG00000223989.1	 gene_type lncRNA	 gene_name RP11-84A14.5
chr1	9900614	9908034	gene	gene_id ENSG00000285701.1	 gene_type lncRNA	 gene_name RP11-84A14.8
chr1	9922113	9943407	gene	gene_id ENSG00000162441.12	 gene_type protein_coding	 gene_name LZIC
chr1	9942923	9949974	gene	gene_id ENSG00000228150.1	 gene_type lncRNA	 gene_name RP11-84A14.4
chr1	9943428	9985501	gene	gene_id ENSG00000173614.14	 gene_type protein_coding	 gene_name NMNAT1
chr1	9947318	9947636	gene	gene_id ENSG00000202415.1	 gene_type misc_RNA	 gene_name RN7SKP269
chr1	9950572	9960787	gene	gene_id ENSG00000283611.2	 gene_type unitary_pseudogene	 gene_name TMEM274P
chr1	9967381	9967458	gene	gene_id ENSG00000265521.1	 gene_type miRNA	 gene_name MIR5697
chr1	9983141	9984568	gene	gene_id ENSG00000241326.1	 gene_type lncRNA	 gene_name RP11-807G9.2
chr1	9997206	10016021	gene	gene_id ENSG00000162444.12	 gene_type protein_coding	 gene_name RBP7
chr1	10032832	10181239	gene	gene_id ENSG00000130939.20	 gene_type protein_coding	 gene_name UBE4B
chr1	10054445	10054781	gene	gene_id ENSG00000224340.1	 gene_type processed_pseudogene	 gene_name RP11-496H15.2
chr1	10058671	10059648	gene	gene_id ENSG00000233623.2	 gene_type processed_pseudogene	 gene_name PGAM1P11
chr1	10163268	10163374	gene	gene_id ENSG00000201746.1	 gene_type snRNA	 gene_name RNU6-828P
chr1	10210570	10381603	gene	gene_id ENSG00000054523.19	 gene_type protein_coding	 gene_name KIF1B
chr1	10227718	10227803	gene	gene_id ENSG00000264881.1	 gene_type miRNA	 gene_name ENSG00000264881
chr1	10298966	10299072	gene	gene_id ENSG00000199562.1	 gene_type snRNA	 gene_name RNU6-37P
chr1	10306465	10306757	gene	gene_id ENSG00000264501.2	 gene_type misc_RNA	 gene_name RN7SL731P
chr1	10381906	10387150	gene	gene_id ENSG00000284735.1	 gene_type lncRNA	 gene_name RP4-736L20.4
chr1	10395416	10397432	gene	gene_id ENSG00000284642.1	 gene_type lncRNA	 gene_name RP4-736L20.5
chr1	10398592	10420511	gene	gene_id ENSG00000142657.21	 gene_type protein_coding	 gene_name PGD
chr1	10429881	10430677	gene	gene_id ENSG00000271989.1	 gene_type lncRNA	 gene_name RP4-736L20.3
chr1	10430102	10452153	gene	gene_id ENSG00000251503.8	 gene_type protein_coding	 gene_name CENPS-CORT
chr1	10430433	10442808	gene	gene_id ENSG00000175279.22	 gene_type protein_coding	 gene_name CENPS
chr1	10450031	10451998	gene	gene_id ENSG00000241563.4	 gene_type protein_coding	 gene_name CORT
chr1	10456522	10472529	gene	gene_id ENSG00000160049.12	 gene_type protein_coding	 gene_name DFFA
chr1	10458555	10459338	gene	gene_id ENSG00000203469.2	 gene_type lncRNA	 gene_name RP5-1113E3.3
chr1	10472288	10630758	gene	gene_id ENSG00000142655.13	 gene_type protein_coding	 gene_name PEX14
chr1	10612222	10616452	gene	gene_id ENSG00000287727.1	 gene_type lncRNA	 gene_name RP4-734G22.4
chr1	10616836	10617115	gene	gene_id ENSG00000243267.3	 gene_type misc_RNA	 gene_name RN7SL614P
chr1	10636604	10796650	gene	gene_id ENSG00000130940.15	 gene_type protein_coding	 gene_name CASZ1
chr1	10639241	10654333	gene	gene_id ENSG00000272078.1	 gene_type lncRNA	 gene_name RP4-734G22.3
chr1	10895761	10895998	gene	gene_id ENSG00000225158.2	 gene_type processed_pseudogene	 gene_name HSPE1P24
chr1	10946471	10982037	gene	gene_id ENSG00000175262.14	 gene_type protein_coding	 gene_name C1orf127
chr1	10990978	10991797	gene	gene_id ENSG00000215785.2	 gene_type processed_pseudogene	 gene_name CFL1P6
chr1	11012344	11030528	gene	gene_id ENSG00000120948.19	 gene_type protein_coding	 gene_name TARDBP
chr1	11026523	11047239	gene	gene_id ENSG00000009724.17	 gene_type protein_coding	 gene_name MASP2
chr1	11054584	11060020	gene	gene_id ENSG00000116649.10	 gene_type protein_coding	 gene_name SRM
chr1	11066618	11099869	gene	gene_id ENSG00000171824.14	 gene_type protein_coding	 gene_name EXOSC10
chr1	11068471	11073097	gene	gene_id ENSG00000226849.1	 gene_type lncRNA	 gene_name RP4-635E18.7
chr1	11099675	11102100	gene	gene_id ENSG00000230337.1	 gene_type lncRNA	 gene_name EXOSC10-AS1
chr1	11106535	11262551	gene	gene_id ENSG00000198793.13	 gene_type protein_coding	 gene_name MTOR
chr1	11143898	11149537	gene	gene_id ENSG00000225602.5	 gene_type lncRNA	 gene_name MTOR-AS1
chr1	11152350	11152452	gene	gene_id ENSG00000253086.1	 gene_type snRNA	 gene_name RNU6-537P
chr1	11189355	11195981	gene	gene_id ENSG00000171819.5	 gene_type protein_coding	 gene_name ANGPTL7
chr1	11226254	11226360	gene	gene_id ENSG00000207451.1	 gene_type snRNA	 gene_name RNU6-291P
chr1	11232963	11233112	gene	gene_id ENSG00000238173.1	 gene_type processed_pseudogene	 gene_name RPL39P6
chr1	11273198	11296049	gene	gene_id ENSG00000120942.14	 gene_type protein_coding	 gene_name UBIAD1
chr1	11278616	11279351	gene	gene_id ENSG00000238199.1	 gene_type processed_pseudogene	 gene_name UBE2V2P3
chr1	11311734	11319093	gene	gene_id ENSG00000284646.1	 gene_type lncRNA	 gene_name RP4-796F18.3
chr1	11425257	11425821	gene	gene_id ENSG00000224338.2	 gene_type processed_pseudogene	 gene_name MTCYBP45
chr1	11479155	11537551	gene	gene_id ENSG00000204624.8	 gene_type protein_coding	 gene_name DISP3
chr1	11500803	11502016	gene	gene_id ENSG00000285833.1	 gene_type lncRNA	 gene_name RP11-149P14.2
chr1	11609468	11613358	gene	gene_id ENSG00000235643.2	 gene_type lncRNA	 gene_name LINC01647
chr1	11623558	11643416	gene	gene_id ENSG00000284708.1	 gene_type lncRNA	 gene_name RP3-330O12.5
chr1	11637018	11655785	gene	gene_id ENSG00000116661.11	 gene_type protein_coding	 gene_name FBXO2
chr1	11654375	11663327	gene	gene_id ENSG00000132879.14	 gene_type protein_coding	 gene_name FBXO44
chr1	11664200	11674354	gene	gene_id ENSG00000116663.11	 gene_type protein_coding	 gene_name FBXO6
chr1	11674480	11691650	gene	gene_id ENSG00000116670.15	 gene_type protein_coding	 gene_name MAD2L2
chr1	11691710	11725857	gene	gene_id ENSG00000162490.7	 gene_type protein_coding	 gene_name DRAXIN
chr1	11736084	11754802	gene	gene_id ENSG00000177674.16	 gene_type protein_coding	 gene_name AGTRAP
chr1	11761787	11789585	gene	gene_id ENSG00000215910.7	 gene_type protein_coding	 gene_name C1orf167
chr1	11777077	11779619	gene	gene_id ENSG00000177553.6	 gene_type lncRNA	 gene_name C1orf167-AS1
chr1	11785723	11806455	gene	gene_id ENSG00000177000.13	 gene_type protein_coding	 gene_name MTHFR
chr1	11806096	11848079	gene	gene_id ENSG00000011021.23	 gene_type protein_coding	 gene_name CLCN6
chr1	11843812	11843984	gene	gene_id ENSG00000276470.1	 gene_type misc_RNA	 gene_name ENSG10010138681.1
chr1	11845549	11845697	gene	gene_id ENSG00000278852.1	 gene_type misc_RNA	 gene_name ENSG10010135835.1
chr1	11845709	11848345	gene	gene_id ENSG00000175206.10	 gene_type protein_coding	 gene_name NPPA
chr1	11847442	11847549	gene	gene_id ENSG00000275915.1	 gene_type misc_RNA	 gene_name ENSG10010134403.1
chr1	11857464	11858945	gene	gene_id ENSG00000120937.9	 gene_type protein_coding	 gene_name NPPB
chr1	11877770	11880406	gene	gene_id ENSG00000224904.1	 gene_type processed_pseudogene	 gene_name SBF1P2
chr1	11907940	11914298	gene	gene_id ENSG00000285646.2	 gene_type lncRNA	 gene_name RP5-934G17.7
chr1	11908152	11908271	gene	gene_id ENSG00000199347.1	 gene_type snRNA	 gene_name RNU5E-1
chr1	11909808	11909927	gene	gene_id ENSG00000201801.1	 gene_type snRNA	 gene_name RNU5E-4P
chr1	11919591	11926428	gene	gene_id ENSG00000116685.16	 gene_type protein_coding	 gene_name KIAA2013
chr1	11934205	11975538	gene	gene_id ENSG00000083444.17	 gene_type protein_coding	 gene_name PLOD1
chr1	11979533	11980127	gene	gene_id ENSG00000287384.1	 gene_type lncRNA	 gene_name RP5-1077B9.6
chr1	11980181	12015211	gene	gene_id ENSG00000116688.18	 gene_type protein_coding	 gene_name MFN2
chr1	12017216	12017308	gene	gene_id ENSG00000270914.1	 gene_type processed_pseudogene	 gene_name RP5-1077B9.5
chr1	12019466	12032045	gene	gene_id ENSG00000116691.11	 gene_type protein_coding	 gene_name MIIP
chr1	12024012	12024124	gene	gene_id ENSG00000202461.1	 gene_type misc_RNA	 gene_name Y_RNA
chr1	12029158	12029222	gene	gene_id ENSG00000276869.1	 gene_type miRNA	 gene_name MIR6729
chr1	12036740	12037014	gene	gene_id ENSG00000243539.3	 gene_type misc_RNA	 gene_name RN7SL649P
chr1	12063303	12144207	gene	gene_id ENSG00000120949.15	 gene_type protein_coding	 gene_name TNFRSF8
chr1	12077881	12077984	gene	gene_id ENSG00000201135.1	 gene_type snRNA	 gene_name RNU6-777P
chr1	12080293	12080547	gene	gene_id ENSG00000227875.2	 gene_type processed_pseudogene	 gene_name RPL23AP89
chr1	12088441	12092264	gene	gene_id ENSG00000285604.1	 gene_type lncRNA	 gene_name RP11-426M1.3
chr1	12166943	12167038	gene	gene_id ENSG00000283789.1	 gene_type miRNA	 gene_name MIR7846
chr1	12166991	12209228	gene	gene_id ENSG00000028137.19	 gene_type protein_coding	 gene_name TNFRSF1B
chr1	12191713	12191773	gene	gene_id ENSG00000263676.1	 gene_type miRNA	 gene_name MIR4632
chr1	12220794	12221109	gene	gene_id ENSG00000225196.2	 gene_type processed_pseudogene	 gene_name RPL10P17
chr1	12221148	12221271	gene	gene_id ENSG00000252969.1	 gene_type snoRNA	 gene_name SNORA70
chr1	12230030	12512047	gene	gene_id ENSG00000048707.15	 gene_type protein_coding	 gene_name VPS13D
chr1	12507246	12507397	gene	gene_id ENSG00000239149.1	 gene_type snoRNA	 gene_name SNORA59A
chr1	12527724	12528420	gene	gene_id ENSG00000229484.1	 gene_type lncRNA	 gene_name LINC02766
chr1	12567910	12618210	gene	gene_id ENSG00000162496.9	 gene_type protein_coding	 gene_name DHRS3
chr1	12569972	12570072	gene	gene_id ENSG00000221340.1	 gene_type snRNA	 gene_name RNU6ATAC18P
chr1	12578957	12579023	gene	gene_id ENSG00000276830.1	 gene_type miRNA	 gene_name MIR6730
chr1	12618900	12619244	gene	gene_id ENSG00000272482.1	 gene_type lncRNA	 gene_name RP11-474O21.5
chr1	12644085	12667076	gene	gene_id ENSG00000204518.3	 gene_type protein_coding	 gene_name AADACL4
chr1	12692909	12693020	gene	gene_id ENSG00000226166.2	 gene_type processed_pseudogene	 gene_name RP11-474O21.2
chr1	12716110	12728760	gene	gene_id ENSG00000188984.12	 gene_type protein_coding	 gene_name AADACL3
chr1	12746200	12763699	gene	gene_id ENSG00000157330.10	 gene_type protein_coding	 gene_name C1orf158
chr1	12773738	12777906	gene	gene_id ENSG00000116726.5	 gene_type protein_coding	 gene_name PRAMEF12
chr1	12791397	12796628	gene	gene_id ENSG00000116721.9	 gene_type protein_coding	 gene_name PRAMEF1
chr1	12822686	12823159	gene	gene_id ENSG00000228338.1	 gene_type lncRNA	 gene_name LINC01784
chr1	12824605	12831410	gene	gene_id ENSG00000239810.3	 gene_type protein_coding	 gene_name PRAMEF11
chr1	12838125	12841357	gene	gene_id ENSG00000231103.2	 gene_type unprocessed_pseudogene	 gene_name PRAMEF30P
chr1	12847377	12848720	gene	gene_id ENSG00000179172.10	 gene_type protein_coding	 gene_name HNRNPCL1
chr1	12857086	12861909	gene	gene_id ENSG00000120952.4	 gene_type protein_coding	 gene_name PRAMEF2
chr1	12879212	12886201	gene	gene_id ENSG00000243073.4	 gene_type protein_coding	 gene_name PRAMEF4
chr1	12892896	12898270	gene	gene_id ENSG00000187545.5	 gene_type protein_coding	 gene_name PRAMEF10
chr1	12916610	12920482	gene	gene_id ENSG00000204510.5	 gene_type protein_coding	 gene_name PRAMEF7
chr1	12922554	12922660	gene	gene_id ENSG00000207434.1	 gene_type snRNA	 gene_name RNU6-1072P
chr1	12926162	12928253	gene	gene_id ENSG00000234064.1	 gene_type unprocessed_pseudogene	 gene_name PRAMEF29P
chr1	12938472	12947580	gene	gene_id ENSG00000232423.6	 gene_type protein_coding	 gene_name PRAMEF6
chr1	13029339	13032130	gene	gene_id ENSG00000274178.2	 gene_type unprocessed_pseudogene	 gene_name PRAMEF28P
chr1	13049476	13056575	gene	gene_id ENSG00000274764.6	 gene_type protein_coding	 gene_name PRAMEF27
chr1	13060769	13062878	gene	gene_id ENSG00000277058.3	 gene_type protein_coding	 gene_name HNRNPCL3
chr1	13068677	13077884	gene	gene_id ENSG00000229571.7	 gene_type protein_coding	 gene_name PRAMEF25
chr1	13095179	13097971	gene	gene_id ENSG00000277862.1	 gene_type unprocessed_pseudogene	 gene_name PRAMEF34P
chr1	13104403	13105689	gene	gene_id ENSG00000236179.1	 gene_type unprocessed_pseudogene	 gene_name PRAMEF35P
chr1	13115488	13116854	gene	gene_id ENSG00000275774.3	 gene_type protein_coding	 gene_name HNRNPCL2
chr1	13128818	13131615	gene	gene_id ENSG00000229978.1	 gene_type transcribed_unprocessed_pseudogene	 gene_name PRAMEF36P
chr1	13146981	13147460	gene	gene_id ENSG00000233336.1	 gene_type lncRNA	 gene_name RP13-221M14.2
chr1	13148905	13155961	gene	gene_id ENSG00000280267.4	 gene_type protein_coding	 gene_name PRAMEF26
